uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,TypeClean,Type Note,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.0001216643657211e+018,9913,Julie Lund,2022-09-28 11:48:46.257 GMT,Julie Lund,2022-09-28 11:48:46 GMT,9913,28 Sep,Julie Lund,Extinct Burial Mound,,Legacy verification,If this is a mound it is no longer visible what so ever. It''s on the periphery of a field and a forest. And we weren''t able to find it if it is here. The mound is depicted on the soviet maps north west of Poliana and west from Kamenents.2,Forest,and field,Pasture,grassland (and field and forest,Upper slope,Nil,42.333719999999992,26.794089999999997,4686850.3834228711,483036.41167949798,1.3,96,259,Northwest,25,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9913_1.jpg''}}",0,0,0,0,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Unknown,,,,,POINT(483036.411679 4686850.383423)
1.0001216643729597e+018,9914,Julie Lund,2022-09-28 13:49:23.943 GMT,Julie Lund,2022-09-28 14:04:40 GMT,9914,28 Sep,Julie Lund,Tell,,Legacy verification,"WNW from Kirilovo, west from the old railway and east of the river Tundza, the mound is settlement mound, surrounded by agricultural fields that are ploughed from south east. the northern is covered in forest and scrub, a guy is staying on the southern slope of the mound in wagons, plenty of pottery sherds on the southern side of the mound, even with bad visibility we were able to find many interesting sherds.",Perennial agriculture,e.g orchard or vineyard (and forest and scrub,Forest,and scrub,Hilltop,Super prominent,42.234306666666662,26.584021666666665,4675875.3098161034,465676.30382209079,1.2,97,116,North,0026-0029,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9914_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9914_2.jpg''}}",10,100,NA,70,Due to the forest and surrounding conditions it is difficult to discern the mounds exact diameter,,,Pottery HM,Yes,Prehistory,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9914_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9914_2.jpg''}}",1 - pristine,Looting,"According to the the local guy staying on the slope, there should be a big RT in the middle of the mound, yet we weren''t able to locate it.",1 - full,Agriculture,,Last month,,Large? we only found a very small hole,Come back! potential is here,,POINT(465676.303822 4675875.309816)
1.0001116642582066e+018,9950,Sara Vejrup,2022-09-27 05:56:51.846 GMT,Sara Vejrup,2022-09-27 05:56:51 GMT,9950,27 Sep,Sara Vejrup,Extinct Burial Mound?,,Survey,"nearly extinct - mound located 30m north to the road, the mound is surrounded and  covered by harrowed fields, the mound is very flat as a result, no RT or artifacts and Neary invisible",Annual agriculture,,Annual agriculture,,Upper slope,Nil,42.466526666666674,26.951271666666671,4701577.4097792655,495994.04638870008,1.1000000000000001,69,194,Northwest,479 to 481,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9950_1.jpg''}}",0.3,24,NA,NA,,sprawling ploughed  up shape,,none,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,none,,,POINT(495994.046389 4701577.409779)
1.0001116642596064e+018,9951,Sara Vejrup,2022-09-27 06:20:16.740 GMT,Sara Vejrup,2022-09-27 06:20:16 GMT,9951,27 Sep,Sara Vejrup,Burial Mound,,Legacy verification,"low neary extinct mound 200 meter north from the road, mound harrowed, poorly visible but with commanding view of the landscape and easy accessible",Annual agriculture,,Annual agriculture,,Upper slope,Low,42.468458333333338,26.950511666666664,4701791.9342227913,495931.69191195007,1.3999999999999999,70,203,North,482 to 484,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9951_1.jpg''}}",0.8,24,NA,NA,,,,a single fragment of red finewear,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(495931.691912 4701791.934223)
1.0001116642605984e+018,9952,Sara Vejrup,2022-09-27 06:36:43.531 GMT,Sara Vejrup,2022-09-27 06:43:46 GMT,9952,27 Sep,Sara Vejrup,Burial Mound,,Legacy verification,"grass covered mound in a ploughed field with stubble with a geodetic marker on top, covered with tall grass,Shallow RT''s and animal burrows, ploughed up to the inner diameter, good view of landscape and easy accessible",Annual agriculture,,Pasture,grassland (grass with a little scrub,Upper slope,High,42.462418333333332,26.952920000000002,4701121.1526571345,496129.30271481368,1.5,71,188,South,485 to 490,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9952_1.jpg''}}",2.2,36,NA,16,,,,none,No,,,2 - minor damage,Animal activity,a small RT,2 - good,Animal activity,,Last week,,"01,crescent,4x1x0.3,Shallow old Scrubby
02, semi circle, 3x1x0.3, Shallow old Scrubby",,,POINT(496129.302715 4701121.152657)
1.0001116642617094e+018,9953,Sara Vejrup,2022-09-27 06:55:14.638 GMT,Sara Vejrup,2022-09-27 06:55:14 GMT,9953,27 Sep,Sara Vejrup,Burial Mound,,Legacy verification,"finely ploughed mound, 50m south of feature 9952, ploughed up and sprawling, easy visible and easy accessible, possible 2 low mounds to the west of 9953, no RT or material",Annual agriculture,,Annual agriculture,,Upper slope (midway down on the ridge ),Medium,42.460996666666674,26.953235000000003,4700963.2795609003,496155.1135584396,1.5,72,152,South,491 to 493,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9953_1.jpg''}}",2,25,1.8,NA,,,,none,No,,,3 - damaged,Agriculture,,2 - good,Agriculture,,Last month,,,,,POINT(496155.113558 4700963.279561)
1.0001116642625215e+018,9954,Sara Vejrup,2022-09-27 07:08:46.566 GMT,Sara Vejrup,2022-09-27 07:08:46 GMT,9954,27 Sep,Sara Vejrup,Burial Mound?,,Survey,"finely ploughed low mound, between 9952 and 9953,",Annual agriculture,,Annual agriculture,,Upper slope,Low,42.461236666666672,26.952823333333338,4700989.9473682987,496121.2822983333,1.3999999999999999,76,183,Northwest,494 to 495,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9954_1.jpg''}}",0.9,18,NA,NA,,,,none,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,none,none,,POINT(496121.282298 4700989.947368)
1.0001116642633819e+018,9955,Sara Vejrup,2022-09-27 07:23:07.002 GMT,Sara Vejrup,2022-09-27 07:23:07 GMT,9955,27 Sep,Sara Vejrup,Burial Mound,,Legacy verification,"Mincheva mogila, grass covered mound, probably excavated with heavily distributed surfaces, lots of animal activity, original hight 8m",Annual agriculture,,Pasture,grassland,Upper slope,High,42.456230000000005,26.953533333333333,4700433.986065493,496179.35191987758,1.5,74,182,South,499 to 504,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9955_1.jpg''}}",1.5,60,NA,50,,,,none,No,,,4 - seriously damaged,Excavation?,,5 - none or nearly none,Animal activity,,Unknown,,,check for excavation,,POINT(496179.35192 4700433.986065)
1.0001116642654445e+018,9956,Sara Vejrup,2022-09-27 07:57:29.664 GMT,Sara Vejrup,2022-09-27 07:57:29 GMT,9956,27 Sep,Sara Vejrup,Burial Mound,,Legacy verification,"low Mound in a harrow field, ploughed out to a sprawling soil mark, close to extinction, hardly visible",Annual agriculture,,Annual agriculture,,Lower slope,Low,42.446810000000006,26.952849999999998,4699388.0425822064,496122.58493616089,1.3,75,153,Southwest,508 to 512,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9956_1.jpg''}}",1,25,0.3,NA,,,,none,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(496122.584936 4699388.042582)
1.0001116642673642e+018,9957,Sara Vejrup,2022-09-27 08:29:31.881 GMT,Sara Vejrup,2022-09-27 08:38:14 GMT,9957,27 Sep,Sara Vejrup,Burial Mound,,Legacy verification,"nice grassy mound in a ploughed field in the middle of ridge 3km SE of Zhitosvyat village, geodetic marker, tall grass and tree on top, mound is very visible and have a commanding view of the landscape, accessible via ploughed fields or dirt road from south",Annual agriculture,,Pasture,grassland,Hilltop (ridge top),Super prominent,42.439804999999993,26.962361666666666,4698609.8345056325,496904.43905355368,1.2,76,154,South,513 to 115 last 2 facing north,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9957_1.jpg''}}",2.5,22,NA,NA,,,,none,No,,,1 - pristine,Animal activity,"one big tree, geodetic marker, geodetic marker",1 - full,Animal activity,,Unknown,,none,none,,POINT(496904.439054 4698609.834506)
1.0001116642688484e+018,9958,Sara Vejrup,2022-09-27 08:54:18.122 GMT,Sara Vejrup,2022-09-27 08:57:04 GMT,9958,27 Sep,Sara Vejrup,Burial Mound,,Legacy verification,"grassy mound in a Scrubby field division  with 3 rts, easy visible, field size stones on the surface",Scrub,,Pasture,grassland,Lower slope,Medium,42.437633333333331,26.95664,4698368.9227894042,496433.7380036476,1.3,77,136,Southwest,"525, 527 to 534","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9958_1.jpg''}}",2.7,22,NA,NA,,,,none,No,,,3 - damaged,Looting,,3 - impaired,Post-depositional,,Last year,,"01semi circle, overgrown but part of the trench is collapsed, 5x31.7, manually excavated, 
02, round, 1.5x0.5, Shallow overgrown, manually excavated 
03long oval, 7x2x1, Westside, Scrubby, manually excavated",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9958_1.jpg''}}",POINT(496433.738004 4698368.922789)
1.0000816642711195e+018,9959,Mathias Kaas,2022-09-27 09:32:07.296 GMT,Mathias Kaas,2022-09-27 09:32:07 GMT,9959,27 Sep,Mathias Kaas,Extinct Burial Mound,,Legacy verification,"Mound sprawling over 60-100 m in diameter, at the edge of a ploughed field and under a Scrubby part. Visible only as soil mark and terrain wave at the northeast and east part.
Pile of stones in the scrub, possibly field stones or mound stones.",Annual agriculture,,Scrub,,Lower slope,Low,42.435973333333337,26.957424999999997,4698184.5681285486,496498.21005975979,1.2,78,128,Southwest,535,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9959_1.jpg''}}",1.5,100,NA,60,,,,none,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,none,,,POINT(496498.21006 4698184.568129)
1.000081664271915e+018,9960,Mathias Kaas,2022-09-27 09:45:18.873 GMT,Mathias Kaas,2022-09-27 09:45:18 GMT,9960,27 Sep,Mathias Kaas,Burial Mound,,Legacy verification,"Mound on harrowed field with newly seedings. Perfect surface visibility and good accessibility, 50 m south of dirtroad.",Annual agriculture,,Annual agriculture,,Lower slope,High,42.434756666666665,26.957886666666663,4698049.4537931774,496536.11510072788,1.1000000000000001,79,121,South,536 to 542,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9960_1.jpg''}}",1.8,24,NA,NA,,,,none,No,,,3 - damaged,Agriculture,,2 - good,Agriculture,,Last month,,none,,,POINT(496536.115101 4698049.453793)
1.0000816642726367e+018,9961,Mathias Kaas,2022-09-27 09:57:23.470 GMT,Mathias Kaas,2022-09-27 09:57:23 GMT,9961,27 Sep,Mathias Kaas,Burial Mound,,Legacy verification,Mound on harrowed newly seedings. Perfect surface visibility and good accessibility. Adela quote: looking like a virgins breast in the distance.,Annual agriculture,,Annual agriculture,,Upper slope,Medium,42.431098333333331,26.956939999999999,4697643.2815082511,496458.04436165863,1.3999999999999999,80,121,South,543 to 545,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9961_1.jpg''}}",1.4,24,NA,NA,,,,none,No,,,3 - damaged,Agriculture,,2 - good,Agriculture,,Last month,,none,,,POINT(496458.044362 4697643.281508)
1.0000816642739191e+018,9962,Mathias Kaas,2022-09-27 10:18:43.690 GMT,Mathias Kaas,2022-09-27 10:20:28 GMT,9962,27 Sep,Mathias Kaas,Burial Mound,,Legacy verification,"The northern mound in the thrite mogile, in harvested field, with scrub on top. Lots of irregular RT''s, one large on the west side.",Annual agriculture,,Scrub,,Lower slope,Medium,42.428773333333325,26.964618333333338,4697384.828294755,497089.52798604203,1.1000000000000001,81,116,Southeast,"Associated feature: 548 to 549

mound and rt: 549 to 553","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9962_1.jpg''}}",3.2,24,NA,NA,,,Stone wall (krepis),Scrubby patch 20 m to the west with a stone wall going east-west.,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Last year,,"01: Rectangular , 2x2,5x1.5 m, fresh(probably this summer), looking on western profile with no stones, Shallow.

Unacceptable Rt''s, lots of stones by the top of mound, big block of field stones in a wall formation.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9962_1.jpg''}}",POINT(497089.527986 4697384.828295)
1.0000816642753939e+018,9963,Mathias Kaas,2022-09-27 10:43:16.860 GMT,Mathias Kaas,2022-09-27 10:59:12 GMT,9963,27 Sep,Mathias Kaas,Burial Mound,,Survey,"Round mound in scrub path with harvested field around, in he middle of the Thrite Mogile. Loose sones from the trenches.
Lots of RT''s.",Scrub,,Pasture,grassland (with scrub and oak trees on top,Lower slope,Medium,42.42841,26.964698333333331,4697344.4820466442,497096.09196191066,1.3999999999999999,82,119,North,554 to 560,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9963_1.jpg''}}",2.1,16,NA,NA,,,,"loose stones on top, all around",No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Last year,,"01, half moon shape, 7x2x1.5 on the west side of mound, shallow, fresh ( last two years)

02, square, 1.5x1.5x0.5 m on the northern side, shallow

03, rectangular,  3x2x1.4 in the middle, shallow

04, rectangular,  4x2x1, in the southern part of mound.

05, round, 1.5x1.1 m, Shallow.

Protruding stones in all rt''s.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9963_1.jpg''}}",POINT(497096.091962 4697344.482047)
1.0000816642765645e+018,9964,Mathias Kaas,2022-09-27 11:02:50.217 GMT,Mathias Kaas,2022-09-27 11:02:50 GMT,9964,27 Sep,Mathias Kaas,Burial Mound,,Legacy verification,"Southern mound in the Thrite Mogile, in a Scrubby patch with harvested fields around. Circled by scrub and trees.",Pasture,grassland,Scrub,,Lower slope,High,42.428103333333333,26.964558333333336,4697310.4354427978,497084.56137907627,1.1000000000000001,83,123,South,561 to 563,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9964_1.jpg''}}",4,20,NA,NA,,,,"loose stones on top, pulled from rt",No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"01, round on the top center, 3x1.5, last three years",,,POINT(497084.561379 4697310.435443)
1.0000816642786342e+018,9965,Mathias Kaas,2022-09-27 11:37:17.887 GMT,Mathias Kaas,2022-09-27 11:37:17 GMT,9965,27 Sep,Mathias Kaas,Burial Mound,,Legacy verification,"overploughed low mound in freshly harrowed/disced field, with notable light gray soil mark with darker background. Soft ashy soil, visible on 571",Annual agriculture,,Annual agriculture,,Upper slope,Medium,42.421366666666671,26.978913333333335,4696562.0224713981,498265.22084992414,1.1000000000000001,87,107,Southeast,565 to 567,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9965_1.jpg''}}",1,24,NA,NA,,,,1 piece of fine red fabric,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last week,,none,,,POINT(498265.22085 4696562.022471)
1.000081664278976e+018,9966,Mathias Kaas,2022-09-27 11:42:58.572 GMT,Mathias Kaas,2022-09-27 11:42:58 GMT,9966,27 Sep,Mathias Kaas,Burial Mound,,Legacy verification,"Low overploughed mound in freshly disced field. Faint soil mark.
No finds.",Annual agriculture,,Annual agriculture,,Upper slope,Low,42.420604999999995,26.978854999999999,4696477.4504577061,498260.40076984715,1.3,85,105,Southeast,569 to 570,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9966_1.jpg''}}",1.4,32,NA,NA,,,,"Two locent shaped features to the south of the mound, that the tractors avoid.",No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last week,,none,,,POINT(498260.40077 4696477.450458)
1.0000816642808986e+018,9967,Mathias Kaas,2022-09-27 12:15:02.535 GMT,Mathias Kaas,2022-09-27 12:15:02 GMT,9967,27 Sep,Mathias Kaas,Burial Mound,,Legacy verification,"Well preserved overploughed mound in a harvested field both on top and around.
Located northeast of the Malina village",Annual agriculture,,Annual agriculture,,Lower slope,Medium,42.41663333333333,26.994506666666666,4696036.2466390897,499548.03492583882,1.2,86,100,Northwest,572 to 574,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9967_1.jpg''}}",1.7,30,NA,NA,,,,none,No,,,2 - minor damage,Agriculture,,2 - good,Agriculture,,Last month,,none,,,POINT(499548.034926 4696036.246639)
1.0000816644272145e+018,9968,Mathias Kaas,2022-09-29 04:53:39.613 GMT,Mathias Kaas,2022-09-29 05:00:18 GMT,9968,29 Sep,Mathias Kaas,Extinct Burial Mound,,Legacy verification,"Extinct burial mound on the atolovo ridge located 100 m south of the railway from Atolovo to the east. In a vineyard, 50 cm terrainwave is persecptible. Could be a ridge. Soil is fine powdery clay, 100% visibility.",Perennial agriculture,e.g orchard or vineyard,Perennial agriculture,e.g orchard or vineyard,Upper slope (top of ridge),Nil,42.592944999999993,26.744293333333335,4715645.3270078255,479020.71137681289,1.1000000000000001,87,143,North,625 to 626,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9968_1.jpg''}}",0.5,100,NA,NA,,,,none,No,,,5 - extinct or near extinct,Agriculture,Perennial agriculture/vineyard,5 - none or nearly none,Agriculture,,Last week,,none,Date of extinction unknown. Check Todors list.,,POINT(479020.711377 4715645.327008)
